city_id,city,country_id,last_update
1,A Corua (La Corua),87,2022-02-15 09:45:25.000000 +00:00
2,Abha,82,2022-02-15 09:45:25.000000 +00:00
3,Abu Dhabi,101,2022-02-15 09:45:25.000000 +00:00
4,Acua,60,2022-02-15 09:45:25.000000 +00:00
5,Adana,97,2022-02-15 09:45:25.000000 +00:00
6,Addis Abeba,31,2022-02-15 09:45:25.000000 +00:00
7,Aden,107,2022-02-15 09:45:25.000000 +00:00
8,Adoni,44,2022-02-15 09:45:25.000000 +00:00
9,Ahmadnagar,44,2022-02-15 09:45:25.000000 +00:00
10,Akishima,50,2022-02-15 09:45:25.000000 +00:00
11,Akron,103,2022-02-15 09:45:25.000000 +00:00
12,al-Ayn,101,2022-02-15 09:45:25.000000 +00:00
13,al-Hawiya,82,2022-02-15 09:45:25.000000 +00:00
14,al-Manama,11,2022-02-15 09:45:25.000000 +00:00
15,al-Qadarif,89,2022-02-15 09:45:25.000000 +00:00
16,al-Qatif,82,2022-02-15 09:45:25.000000 +00:00
17,Alessandria,49,2022-02-15 09:45:25.000000 +00:00
18,Allappuzha (Alleppey),44,2022-02-15 09:45:25.000000 +00:00
19,Allende,60,2022-02-15 09:45:25.000000 +00:00
20,Almirante Brown,6,2022-02-15 09:45:25.000000 +00:00
21,Alvorada,15,2022-02-15 09:45:25.000000 +00:00
22,Ambattur,44,2022-02-15 09:45:25.000000 +00:00
23,Amersfoort,67,2022-02-15 09:45:25.000000 +00:00
24,Amroha,44,2022-02-15 09:45:25.000000 +00:00
25,Angra dos Reis,15,2022-02-15 09:45:25.000000 +00:00
26,Anpolis,15,2022-02-15 09:45:25.000000 +00:00
27,Antofagasta,22,2022-02-15 09:45:25.000000 +00:00
28,Aparecida de Goinia,15,2022-02-15 09:45:25.000000 +00:00
29,Apeldoorn,67,2022-02-15 09:45:25.000000 +00:00
30,Araatuba,15,2022-02-15 09:45:25.000000 +00:00
31,Arak,46,2022-02-15 09:45:25.000000 +00:00
32,Arecibo,77,2022-02-15 09:45:25.000000 +00:00
33,Arlington,103,2022-02-15 09:45:25.000000 +00:00
34,Ashdod,48,2022-02-15 09:45:25.000000 +00:00
35,Ashgabat,98,2022-02-15 09:45:25.000000 +00:00
36,Ashqelon,48,2022-02-15 09:45:25.000000 +00:00
37,Asuncin,73,2022-02-15 09:45:25.000000 +00:00
38,Athenai,39,2022-02-15 09:45:25.000000 +00:00
39,Atinsk,80,2022-02-15 09:45:25.000000 +00:00
40,Atlixco,60,2022-02-15 09:45:25.000000 +00:00
41,Augusta-Richmond County,103,2022-02-15 09:45:25.000000 +00:00
42,Aurora,103,2022-02-15 09:45:25.000000 +00:00
43,Avellaneda,6,2022-02-15 09:45:25.000000 +00:00
44,Bag,15,2022-02-15 09:45:25.000000 +00:00
45,Baha Blanca,6,2022-02-15 09:45:25.000000 +00:00
46,Baicheng,23,2022-02-15 09:45:25.000000 +00:00
47,Baiyin,23,2022-02-15 09:45:25.000000 +00:00
48,Baku,10,2022-02-15 09:45:25.000000 +00:00
49,Balaiha,80,2022-02-15 09:45:25.000000 +00:00
50,Balikesir,97,2022-02-15 09:45:25.000000 +00:00
51,Balurghat,44,2022-02-15 09:45:25.000000 +00:00
52,Bamenda,19,2022-02-15 09:45:25.000000 +00:00
53,Bandar Seri Begawan,16,2022-02-15 09:45:25.000000 +00:00
54,Banjul,37,2022-02-15 09:45:25.000000 +00:00
55,Barcelona,104,2022-02-15 09:45:25.000000 +00:00
56,Basel,91,2022-02-15 09:45:25.000000 +00:00
57,Bat Yam,48,2022-02-15 09:45:25.000000 +00:00
58,Batman,97,2022-02-15 09:45:25.000000 +00:00
59,Batna,2,2022-02-15 09:45:25.000000 +00:00
60,Battambang,18,2022-02-15 09:45:25.000000 +00:00
61,Baybay,75,2022-02-15 09:45:25.000000 +00:00
62,Bayugan,75,2022-02-15 09:45:25.000000 +00:00
63,Bchar,2,2022-02-15 09:45:25.000000 +00:00
64,Beira,63,2022-02-15 09:45:25.000000 +00:00
65,Bellevue,103,2022-02-15 09:45:25.000000 +00:00
66,Belm,15,2022-02-15 09:45:25.000000 +00:00
67,Benguela,4,2022-02-15 09:45:25.000000 +00:00
68,Beni-Mellal,62,2022-02-15 09:45:25.000000 +00:00
69,Benin City,69,2022-02-15 09:45:25.000000 +00:00
70,Bergamo,49,2022-02-15 09:45:25.000000 +00:00
71,Berhampore (Baharampur),44,2022-02-15 09:45:25.000000 +00:00
72,Bern,91,2022-02-15 09:45:25.000000 +00:00
73,Bhavnagar,44,2022-02-15 09:45:25.000000 +00:00
74,Bhilwara,44,2022-02-15 09:45:25.000000 +00:00
75,Bhimavaram,44,2022-02-15 09:45:25.000000 +00:00
76,Bhopal,44,2022-02-15 09:45:25.000000 +00:00
77,Bhusawal,44,2022-02-15 09:45:25.000000 +00:00
78,Bijapur,44,2022-02-15 09:45:25.000000 +00:00
79,Bilbays,29,2022-02-15 09:45:25.000000 +00:00
80,Binzhou,23,2022-02-15 09:45:25.000000 +00:00
81,Birgunj,66,2022-02-15 09:45:25.000000 +00:00
82,Bislig,75,2022-02-15 09:45:25.000000 +00:00
83,Blumenau,15,2022-02-15 09:45:25.000000 +00:00
84,Boa Vista,15,2022-02-15 09:45:25.000000 +00:00
85,Boksburg,85,2022-02-15 09:45:25.000000 +00:00
86,Botosani,78,2022-02-15 09:45:25.000000 +00:00
87,Botshabelo,85,2022-02-15 09:45:25.000000 +00:00
88,Bradford,102,2022-02-15 09:45:25.000000 +00:00
89,Braslia,15,2022-02-15 09:45:25.000000 +00:00
90,Bratislava,84,2022-02-15 09:45:25.000000 +00:00
91,Brescia,49,2022-02-15 09:45:25.000000 +00:00
92,Brest,34,2022-02-15 09:45:25.000000 +00:00
93,Brindisi,49,2022-02-15 09:45:25.000000 +00:00
94,Brockton,103,2022-02-15 09:45:25.000000 +00:00
95,Bucuresti,78,2022-02-15 09:45:25.000000 +00:00
96,Buenaventura,24,2022-02-15 09:45:25.000000 +00:00
97,Bydgoszcz,76,2022-02-15 09:45:25.000000 +00:00
98,Cabuyao,75,2022-02-15 09:45:25.000000 +00:00
99,Callao,74,2022-02-15 09:45:25.000000 +00:00
100,Cam Ranh,105,2022-02-15 09:45:25.000000 +00:00
101,Cape Coral,103,2022-02-15 09:45:25.000000 +00:00
102,Caracas,104,2022-02-15 09:45:25.000000 +00:00
103,Carmen,60,2022-02-15 09:45:25.000000 +00:00
104,Cavite,75,2022-02-15 09:45:25.000000 +00:00
105,Cayenne,35,2022-02-15 09:45:25.000000 +00:00
106,Celaya,60,2022-02-15 09:45:25.000000 +00:00
107,Chandrapur,44,2022-02-15 09:45:25.000000 +00:00
108,Changhwa,92,2022-02-15 09:45:25.000000 +00:00
109,Changzhou,23,2022-02-15 09:45:25.000000 +00:00
110,Chapra,44,2022-02-15 09:45:25.000000 +00:00
111,Charlotte Amalie,106,2022-02-15 09:45:25.000000 +00:00
112,Chatsworth,85,2022-02-15 09:45:25.000000 +00:00
113,Cheju,86,2022-02-15 09:45:25.000000 +00:00
114,Chiayi,92,2022-02-15 09:45:25.000000 +00:00
115,Chisinau,61,2022-02-15 09:45:25.000000 +00:00
116,Chungho,92,2022-02-15 09:45:25.000000 +00:00
117,Cianjur,45,2022-02-15 09:45:25.000000 +00:00
118,Ciomas,45,2022-02-15 09:45:25.000000 +00:00
119,Ciparay,45,2022-02-15 09:45:25.000000 +00:00
120,Citrus Heights,103,2022-02-15 09:45:25.000000 +00:00
121,Citt del Vaticano,41,2022-02-15 09:45:25.000000 +00:00
122,Ciudad del Este,73,2022-02-15 09:45:25.000000 +00:00
123,Clarksville,103,2022-02-15 09:45:25.000000 +00:00
124,Coacalco de Berriozbal,60,2022-02-15 09:45:25.000000 +00:00
125,Coatzacoalcos,60,2022-02-15 09:45:25.000000 +00:00
126,Compton,103,2022-02-15 09:45:25.000000 +00:00
127,Coquimbo,22,2022-02-15 09:45:25.000000 +00:00
128,Crdoba,6,2022-02-15 09:45:25.000000 +00:00
129,Cuauhtmoc,60,2022-02-15 09:45:25.000000 +00:00
130,Cuautla,60,2022-02-15 09:45:25.000000 +00:00
131,Cuernavaca,60,2022-02-15 09:45:25.000000 +00:00
132,Cuman,104,2022-02-15 09:45:25.000000 +00:00
133,Czestochowa,76,2022-02-15 09:45:25.000000 +00:00
134,Dadu,72,2022-02-15 09:45:25.000000 +00:00
135,Dallas,103,2022-02-15 09:45:25.000000 +00:00
136,Datong,23,2022-02-15 09:45:25.000000 +00:00
137,Daugavpils,54,2022-02-15 09:45:25.000000 +00:00
138,Davao,75,2022-02-15 09:45:25.000000 +00:00
139,Daxian,23,2022-02-15 09:45:25.000000 +00:00
140,Dayton,103,2022-02-15 09:45:25.000000 +00:00
141,Deba Habe,69,2022-02-15 09:45:25.000000 +00:00
142,Denizli,97,2022-02-15 09:45:25.000000 +00:00
143,Dhaka,12,2022-02-15 09:45:25.000000 +00:00
144,Dhule (Dhulia),44,2022-02-15 09:45:25.000000 +00:00
145,Dongying,23,2022-02-15 09:45:25.000000 +00:00
146,Donostia-San Sebastin,87,2022-02-15 09:45:25.000000 +00:00
147,Dos Quebradas,24,2022-02-15 09:45:25.000000 +00:00
148,Duisburg,38,2022-02-15 09:45:25.000000 +00:00
149,Dundee,102,2022-02-15 09:45:25.000000 +00:00
150,Dzerzinsk,80,2022-02-15 09:45:25.000000 +00:00
151,Ede,67,2022-02-15 09:45:25.000000 +00:00
152,Effon-Alaiye,69,2022-02-15 09:45:25.000000 +00:00
153,El Alto,14,2022-02-15 09:45:25.000000 +00:00
154,El Fuerte,60,2022-02-15 09:45:25.000000 +00:00
155,El Monte,103,2022-02-15 09:45:25.000000 +00:00
156,Elista,80,2022-02-15 09:45:25.000000 +00:00
157,Emeishan,23,2022-02-15 09:45:25.000000 +00:00
158,Emmen,67,2022-02-15 09:45:25.000000 +00:00
159,Enshi,23,2022-02-15 09:45:25.000000 +00:00
160,Erlangen,38,2022-02-15 09:45:25.000000 +00:00
161,Escobar,6,2022-02-15 09:45:25.000000 +00:00
162,Esfahan,46,2022-02-15 09:45:25.000000 +00:00
163,Eskisehir,97,2022-02-15 09:45:25.000000 +00:00
164,Etawah,44,2022-02-15 09:45:25.000000 +00:00
165,Ezeiza,6,2022-02-15 09:45:25.000000 +00:00
166,Ezhou,23,2022-02-15 09:45:25.000000 +00:00
167,Faaa,36,2022-02-15 09:45:25.000000 +00:00
168,Fengshan,92,2022-02-15 09:45:25.000000 +00:00
169,Firozabad,44,2022-02-15 09:45:25.000000 +00:00
170,Florencia,24,2022-02-15 09:45:25.000000 +00:00
171,Fontana,103,2022-02-15 09:45:25.000000 +00:00
172,Fukuyama,50,2022-02-15 09:45:25.000000 +00:00
173,Funafuti,99,2022-02-15 09:45:25.000000 +00:00
174,Fuyu,23,2022-02-15 09:45:25.000000 +00:00
175,Fuzhou,23,2022-02-15 09:45:25.000000 +00:00
176,Gandhinagar,44,2022-02-15 09:45:25.000000 +00:00
177,Garden Grove,103,2022-02-15 09:45:25.000000 +00:00
178,Garland,103,2022-02-15 09:45:25.000000 +00:00
179,Gatineau,20,2022-02-15 09:45:25.000000 +00:00
180,Gaziantep,97,2022-02-15 09:45:25.000000 +00:00
181,Gijn,87,2022-02-15 09:45:25.000000 +00:00
182,Gingoog,75,2022-02-15 09:45:25.000000 +00:00
183,Goinia,15,2022-02-15 09:45:25.000000 +00:00
184,Gorontalo,45,2022-02-15 09:45:25.000000 +00:00
185,Grand Prairie,103,2022-02-15 09:45:25.000000 +00:00
186,Graz,9,2022-02-15 09:45:25.000000 +00:00
187,Greensboro,103,2022-02-15 09:45:25.000000 +00:00
188,Guadalajara,60,2022-02-15 09:45:25.000000 +00:00
189,Guaruj,15,2022-02-15 09:45:25.000000 +00:00
190,guas Lindas de Gois,15,2022-02-15 09:45:25.000000 +00:00
191,Gulbarga,44,2022-02-15 09:45:25.000000 +00:00
192,Hagonoy,75,2022-02-15 09:45:25.000000 +00:00
193,Haining,23,2022-02-15 09:45:25.000000 +00:00
194,Haiphong,105,2022-02-15 09:45:25.000000 +00:00
195,Haldia,44,2022-02-15 09:45:25.000000 +00:00
196,Halifax,20,2022-02-15 09:45:25.000000 +00:00
197,Halisahar,44,2022-02-15 09:45:25.000000 +00:00
198,Halle/Saale,38,2022-02-15 09:45:25.000000 +00:00
199,Hami,23,2022-02-15 09:45:25.000000 +00:00
200,Hamilton,68,2022-02-15 09:45:25.000000 +00:00
201,Hanoi,105,2022-02-15 09:45:25.000000 +00:00
202,Hidalgo,60,2022-02-15 09:45:25.000000 +00:00
203,Higashiosaka,50,2022-02-15 09:45:25.000000 +00:00
204,Hino,50,2022-02-15 09:45:25.000000 +00:00
205,Hiroshima,50,2022-02-15 09:45:25.000000 +00:00
206,Hodeida,107,2022-02-15 09:45:25.000000 +00:00
207,Hohhot,23,2022-02-15 09:45:25.000000 +00:00
208,Hoshiarpur,44,2022-02-15 09:45:25.000000 +00:00
209,Hsichuh,92,2022-02-15 09:45:25.000000 +00:00
210,Huaian,23,2022-02-15 09:45:25.000000 +00:00
211,Hubli-Dharwad,44,2022-02-15 09:45:25.000000 +00:00
212,Huejutla de Reyes,60,2022-02-15 09:45:25.000000 +00:00
213,Huixquilucan,60,2022-02-15 09:45:25.000000 +00:00
214,Hunuco,74,2022-02-15 09:45:25.000000 +00:00
215,Ibirit,15,2022-02-15 09:45:25.000000 +00:00
216,Idfu,29,2022-02-15 09:45:25.000000 +00:00
217,Ife,69,2022-02-15 09:45:25.000000 +00:00
218,Ikerre,69,2022-02-15 09:45:25.000000 +00:00
219,Iligan,75,2022-02-15 09:45:25.000000 +00:00
220,Ilorin,69,2022-02-15 09:45:25.000000 +00:00
221,Imus,75,2022-02-15 09:45:25.000000 +00:00
222,Inegl,97,2022-02-15 09:45:25.000000 +00:00
223,Ipoh,59,2022-02-15 09:45:25.000000 +00:00
224,Isesaki,50,2022-02-15 09:45:25.000000 +00:00
225,Ivanovo,80,2022-02-15 09:45:25.000000 +00:00
226,Iwaki,50,2022-02-15 09:45:25.000000 +00:00
227,Iwakuni,50,2022-02-15 09:45:25.000000 +00:00
228,Iwatsuki,50,2022-02-15 09:45:25.000000 +00:00
229,Izumisano,50,2022-02-15 09:45:25.000000 +00:00
230,Jaffna,88,2022-02-15 09:45:25.000000 +00:00
231,Jaipur,44,2022-02-15 09:45:25.000000 +00:00
232,Jakarta,45,2022-02-15 09:45:25.000000 +00:00
233,Jalib al-Shuyukh,53,2022-02-15 09:45:25.000000 +00:00
234,Jamalpur,12,2022-02-15 09:45:25.000000 +00:00
235,Jaroslavl,80,2022-02-15 09:45:25.000000 +00:00
236,Jastrzebie-Zdrj,76,2022-02-15 09:45:25.000000 +00:00
237,Jedda,82,2022-02-15 09:45:25.000000 +00:00
238,Jelets,80,2022-02-15 09:45:25.000000 +00:00
239,Jhansi,44,2022-02-15 09:45:25.000000 +00:00
240,Jinchang,23,2022-02-15 09:45:25.000000 +00:00
241,Jining,23,2022-02-15 09:45:25.000000 +00:00
242,Jinzhou,23,2022-02-15 09:45:25.000000 +00:00
243,Jodhpur,44,2022-02-15 09:45:25.000000 +00:00
244,Johannesburg,85,2022-02-15 09:45:25.000000 +00:00
245,Joliet,103,2022-02-15 09:45:25.000000 +00:00
246,Jos Azueta,60,2022-02-15 09:45:25.000000 +00:00
247,Juazeiro do Norte,15,2022-02-15 09:45:25.000000 +00:00
248,Juiz de Fora,15,2022-02-15 09:45:25.000000 +00:00
249,Junan,23,2022-02-15 09:45:25.000000 +00:00
250,Jurez,60,2022-02-15 09:45:25.000000 +00:00
251,Kabul,1,2022-02-15 09:45:25.000000 +00:00
252,Kaduna,69,2022-02-15 09:45:25.000000 +00:00
253,Kakamigahara,50,2022-02-15 09:45:25.000000 +00:00
254,Kaliningrad,80,2022-02-15 09:45:25.000000 +00:00
255,Kalisz,76,2022-02-15 09:45:25.000000 +00:00
256,Kamakura,50,2022-02-15 09:45:25.000000 +00:00
257,Kamarhati,44,2022-02-15 09:45:25.000000 +00:00
258,Kamjanets-Podilskyi,100,2022-02-15 09:45:25.000000 +00:00
259,Kamyin,80,2022-02-15 09:45:25.000000 +00:00
260,Kanazawa,50,2022-02-15 09:45:25.000000 +00:00
261,Kanchrapara,44,2022-02-15 09:45:25.000000 +00:00
262,Kansas City,103,2022-02-15 09:45:25.000000 +00:00
263,Karnal,44,2022-02-15 09:45:25.000000 +00:00
264,Katihar,44,2022-02-15 09:45:25.000000 +00:00
265,Kermanshah,46,2022-02-15 09:45:25.000000 +00:00
266,Kilis,97,2022-02-15 09:45:25.000000 +00:00
267,Kimberley,85,2022-02-15 09:45:25.000000 +00:00
268,Kimchon,86,2022-02-15 09:45:25.000000 +00:00
269,Kingstown,81,2022-02-15 09:45:25.000000 +00:00
270,Kirovo-Tepetsk,80,2022-02-15 09:45:25.000000 +00:00
271,Kisumu,52,2022-02-15 09:45:25.000000 +00:00
272,Kitwe,109,2022-02-15 09:45:25.000000 +00:00
273,Klerksdorp,85,2022-02-15 09:45:25.000000 +00:00
274,Kolpino,80,2022-02-15 09:45:25.000000 +00:00
275,Konotop,100,2022-02-15 09:45:25.000000 +00:00
276,Koriyama,50,2022-02-15 09:45:25.000000 +00:00
277,Korla,23,2022-02-15 09:45:25.000000 +00:00
278,Korolev,80,2022-02-15 09:45:25.000000 +00:00
279,Kowloon and New Kowloon,42,2022-02-15 09:45:25.000000 +00:00
280,Kragujevac,108,2022-02-15 09:45:25.000000 +00:00
281,Ktahya,97,2022-02-15 09:45:25.000000 +00:00
282,Kuching,59,2022-02-15 09:45:25.000000 +00:00
283,Kumbakonam,44,2022-02-15 09:45:25.000000 +00:00
284,Kurashiki,50,2022-02-15 09:45:25.000000 +00:00
285,Kurgan,80,2022-02-15 09:45:25.000000 +00:00
286,Kursk,80,2022-02-15 09:45:25.000000 +00:00
287,Kuwana,50,2022-02-15 09:45:25.000000 +00:00
288,La Paz,60,2022-02-15 09:45:25.000000 +00:00
289,La Plata,6,2022-02-15 09:45:25.000000 +00:00
290,La Romana,27,2022-02-15 09:45:25.000000 +00:00
291,Laiwu,23,2022-02-15 09:45:25.000000 +00:00
292,Lancaster,103,2022-02-15 09:45:25.000000 +00:00
293,Laohekou,23,2022-02-15 09:45:25.000000 +00:00
294,Lapu-Lapu,75,2022-02-15 09:45:25.000000 +00:00
295,Laredo,103,2022-02-15 09:45:25.000000 +00:00
296,Lausanne,91,2022-02-15 09:45:25.000000 +00:00
297,Le Mans,34,2022-02-15 09:45:25.000000 +00:00
298,Lengshuijiang,23,2022-02-15 09:45:25.000000 +00:00
299,Leshan,23,2022-02-15 09:45:25.000000 +00:00
300,Lethbridge,20,2022-02-15 09:45:25.000000 +00:00
301,Lhokseumawe,45,2022-02-15 09:45:25.000000 +00:00
